layer,feature_id,original_direction,stop_rate_safe_safe,stop_rate_safe_risky,delta_stop_safe,p_safe,risk_increasing_by_binary,stop_rate_risky_safe,stop_rate_risky_risky,delta_stop_risky,p_risky,risk_decreasing_by_binary
30,17767,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,17021,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,19899,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28464,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,5547,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8743,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24167,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,14087,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4511,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,19491,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,22420,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8156,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24876,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6342,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23959,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20813,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,22408,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,643,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23813,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15241,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27810,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20962,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,30363,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20172,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,13984,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27276,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3855,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,7691,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,2326,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23094,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,11622,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15003,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8555,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,16764,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9811,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8025,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3102,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28776,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,25867,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,11848,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,7196,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1973,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,12967,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,22482,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,2341,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15877,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8794,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24448,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,822,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20269,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8999,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4113,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,5511,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,26136,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28753,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18100,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,16810,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24959,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1141,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4022,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,14307,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,19175,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18141,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23664,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,12127,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,32208,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1463,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24187,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6780,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28337,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6285,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9786,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24654,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18742,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27044,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9908,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,2580,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,13372,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,19110,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6692,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27709,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18489,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,14422,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1794,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20511,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,5487,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,17461,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3480,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,25293,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,22493,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,12871,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,26629,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,25325,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,26292,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9443,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,32329,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,14320,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,29809,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,12692,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9789,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,25438,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1117,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,10240,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,13808,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20387,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,17797,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,526,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23853,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28533,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,16811,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15412,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8168,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,26177,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,950,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,5671,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,22898,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,10258,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3573,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,31478,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1039,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,7865,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,21058,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3685,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4073,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,25388,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6111,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3486,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,12025,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,16059,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27417,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,22198,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,5367,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,2126,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15111,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9734,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27046,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18576,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,17022,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,29579,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3245,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23642,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,20111,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18773,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,17168,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,13356,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,16475,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1363,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,11861,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,3037,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,279,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,5435,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,11093,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,14031,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28328,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,19078,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,30283,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24114,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15812,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24630,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28913,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18206,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6217,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,24949,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,26998,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,25147,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,18223,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,15933,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,9798,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,29192,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,10649,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1143,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,31955,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8627,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27644,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,890,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28296,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28961,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,8811,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4835,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,31162,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27688,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,10744,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,29480,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,7889,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,16352,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,27963,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28538,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6500,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4164,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,4886,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,32632,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,6169,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,28500,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,12481,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,23213,increases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,10574,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,7255,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
30,1357,decreases_risk,0.000,0.000,0.000,0.5000,False,0.000,0.000,0.000,0.5000,False
